hour,susceptible,exposed,infected,hospitalized,recovered,deceased
573,198050,0,0,0,0,0.0
574,198050,0,0,0,0,0.0
575,198050,0,0,0,0,0.0
576,198050,0,0,0,0,0.0
577,198050,0,0,0,0,0.0
578,198050,0,0,0,0,0.0
579,198050,0,0,0,0,0.0
580,198050,0,0,0,0,0.0
581,198050,0,0,0,0,0.0
582,198050,0,0,0,0,0.0
583,198050,0,0,0,0,0.0
584,198050,0,0,0,0,0.0
585,198050,0,0,0,0,0.0
586,198050,0,0,0,0,0.0
587,198050,0,0,0,0,0.0
588,198050,0,0,0,0,0.0
589,198050,0,0,0,0,0.0
590,198050,0,0,0,0,0.0
591,198050,0,0,0,0,0.0
592,198050,0,0,0,0,0.0
593,198050,0,0,0,0,0.0
594,198050,0,0,0,0,0.0
595,198050,0,0,0,0,0.0
596,198050,0,0,0,0,0.0
597,198050,0,0,0,0,0.0
598,198050,0,0,0,0,0.0
599,198050,0,0,0,0,0.0
600,198050,0,0,0,0,0.0
601,198050,0,0,0,0,0.0
602,198050,0,0,0,0,0.0
603,198050,0,0,0,0,0.0
604,198050,0,0,0,0,0.0
605,198050,0,0,0,0,0.0
606,198050,0,0,0,0,0.0
607,198050,0,0,0,0,0.0
608,198050,0,0,0,0,0.0
609,198050,0,0,0,0,0.0
610,198050,0,0,0,0,0.0
611,198050,0,0,0,0,0.0
612,198050,0,0,0,0,0.0
613,198050,0,0,0,0,0.0
614,198050,0,0,0,0,0.0
615,198050,0,0,0,0,0.0
616,198050,0,0,0,0,0.0
617,198050,0,0,0,0,0.0
618,198050,0,0,0,0,0.0
619,198050,0,0,0,0,0.0
620,198050,0,0,0,0,0.0
621,198050,0,0,0,0,0.0
622,198050,0,0,0,0,0.0
623,198050,0,0,0,0,0.0
624,198050,0,0,0,0,0.0
625,198050,0,0,0,0,0.0
626,198050,0,0,0,0,0.0
627,198050,0,0,0,0,0.0
628,198050,0,0,0,0,0.0
629,198050,0,0,0,0,0.0
630,198050,0,0,0,0,0.0
631,198050,0,0,0,0,0.0
632,198050,0,0,0,0,0.0
633,198050,0,0,0,0,0.0
634,198050,0,0,0,0,0.0
635,198050,0,0,0,0,0.0
636,198050,0,0,0,0,0.0
637,198050,0,0,0,0,0.0
638,198050,0,0,0,0,0.0
639,198050,0,0,0,0,0.0
640,198050,0,0,0,0,0.0
641,198050,0,0,0,0,0.0
642,198050,0,0,0,0,0.0
643,198050,0,0,0,0,0.0
644,198050,0,0,0,0,0.0
645,198050,0,0,0,0,0.0
646,198050,0,0,0,0,0.0
647,198050,0,0,0,0,0.0
648,198050,0,0,0,0,0.0
649,198050,0,0,0,0,0.0
650,198050,0,0,0,0,0.0
651,198050,0,0,0,0,0.0
652,198050,0,0,0,0,0.0
653,198050,0,0,0,0,0.0
654,198050,0,0,0,0,0.0
655,198050,0,0,0,0,0.0
656,198050,0,0,0,0,0.0
657,198050,0,0,0,0,0.0
658,198050,0,0,0,0,0.0
659,198050,0,0,0,0,0.0
660,198050,0,0,0,0,0.0
661,198050,0,0,0,0,0.0
662,198050,0,0,0,0,0.0
663,198050,0,0,0,0,0.0
664,198050,0,0,0,0,0.0
665,198050,0,0,0,0,0.0
666,198050,0,0,0,0,0.0
667,198050,0,0,0,0,0.0
668,198050,0,0,0,0,0.0
669,198050,0,0,0,0,0.0
670,198050,0,0,0,0,0.0
671,198050,0,0,0,0,0.0
672,198050,0,0,0,0,0.0
673,198050,0,0,0,0,0.0
674,198050,0,0,0,0,0.0
675,198050,0,0,0,0,0.0
676,198050,0,0,0,0,0.0
677,198050,0,0,0,0,0.0
678,198050,0,0,0,0,0.0
679,198050,0,0,0,0,0.0
680,198050,0,0,0,0,0.0
681,198050,0,0,0,0,0.0
682,198050,0,0,0,0,0.0
683,198050,0,0,0,0,0.0
684,198050,0,0,0,0,0.0
685,198050,0,0,0,0,0.0
