areaCode,areaName,areaType,date,cumCasesBySpecimenDate,cumDeaths28DaysByDeathDate
E06000014,York,ltla,2020-03-03,2,
E06000014,York,ltla,2020-03-02,2,
E06000014,York,ltla,2020-03-01,1,
E06000014,York,ltla,2020-02-29,1,
E06000014,York,ltla,2020-02-28,1,
E06000014,York,ltla,2020-02-27,1,
E06000014,York,ltla,2020-02-26,1,
E06000014,York,ltla,2020-02-25,1,
E06000014,York,ltla,2020-02-24,1,
E06000014,York,ltla,2020-02-23,1,
E06000014,York,ltla,2020-02-22,1,
E06000014,York,ltla,2020-02-21,1,
E06000014,York,ltla,2020-02-20,1,
E06000014,York,ltla,2020-02-19,1,
E06000014,York,ltla,2020-02-18,1,
E06000014,York,ltla,2020-02-17,1,
E06000014,York,ltla,2020-02-16,1,
E06000014,York,ltla,2020-02-15,1,
E06000014,York,ltla,2020-02-14,1,
E06000014,York,ltla,2020-02-13,1,
E06000014,York,ltla,2020-02-12,1,
E06000014,York,ltla,2020-02-11,1,
E06000014,York,ltla,2020-02-10,1,
E06000014,York,ltla,2020-02-09,1,
E06000014,York,ltla,2020-02-08,1,
E06000014,York,ltla,2020-02-07,1,
E06000014,York,ltla,2020-02-06,1,
E06000014,York,ltla,2020-02-05,1,
E06000014,York,ltla,2020-02-04,1,
E06000014,York,ltla,2020-02-03,1,
E06000014,York,ltla,2020-02-02,1,
E06000014,York,ltla,2020-02-01,1,
E06000014,York,ltla,2020-01-31,1,
E06000014,York,ltla,2020-01-30,1,
